alpha,DGS2_diff,USEPUINDXD_diff,VIXCLS,trade_sum,sanctions_sum,fed_pressure_sum,trade_max,sanctions_max,fed_pressure_max,trade_sum_ma3,sanctions_sum_ma3,fed_pressure_sum_ma3,trade_sum_ma5,sanctions_sum_ma5,fed_pressure_sum_ma5,trade_sum_ma10,sanctions_sum_ma10,fed_pressure_sum_ma10
1e-05,-0.00050847193216657,0.00019542511703126081,-0.0005516546650225592,2.82091912277439e-05,-0.00043890330038043145,-0.00019096596904085242,-2.2011123576555344e-05,0.0002792812217078865,0.00027590416062989084,-6.989406457755793e-05,-0.00013012472043506443,0.0,0.0001612368668576789,0.00022888639950902068,0.0003559385997450908,-0.0,-0.0004525237466439377,-0.0005879440199219055
1.072267222010323e-05,-0.0005079096043159024,0.00019491732937411592,-0.000550971280986323,2.215736156123271e-05,-0.00042752635567836313,-0.0001843384230019454,-1.8071036035436188e-05,0.0002676568601589799,0.000270724755441581,-6.251872733024203e-05,-0.00012707275367806174,0.0,0.00015581594388604323,0.00022350466651838358,0.00034936237958363317,-0.0,-0.0004496542762653842,-0.0005821325054077336
1.1497569953977357e-05,-0.0005073069982072035,0.00019437274575171827,-0.000550238143757148,1.567621628571295e-05,-0.00041531987021716985,-0.00017723378816099415,-1.3836883633696815e-05,0.00025519005374245854,0.0002651700585399566,-5.465918795978629e-05,-0.00012380441104538245,0.0,0.00015003718845173824,0.0002177317773494264,0.00034230828255344824,-0.0,-0.00044657500691072893,-0.0005758967777627671
1.2328467394420658e-05,-0.0005066604866961703,0.00019378875967870503,-0.0005494523158151824,8.721512874977298e-06,-0.0004022452303428873,-0.00016961431007590818,-9.306904142141456e-06,0.00024183064342803634,0.0002592150428305964,-4.618747381707601e-05,-0.0001202948817232172,0.0,0.000143809773294805,0.00021154369789215392,0.000334746118801097,-0.0,-0.0004432756609460117,-0.0005692137125059629
1.3219411484660286e-05,-0.0005059679574113617,0.00019316312245344706,-0.0005486096974769817,1.2606621346183674e-06,-0.0003881968575058116,-0.000161440526603238,-4.434039066548823e-06,0.0002274847768420438,0.00025282625677502783,-3.71436823895402e-05,-0.00011653969685488507,0.0,0.0001371628345795266,0.0002049075061340957,0.00032663147323192177,-0.0,-0.000439735704716341,-0.000562042191003198
1.4174741629268048e-05,-0.0005051227971152579,0.00019227422871569597,-0.0005476169425922898,0.0,-0.00037410344876312945,-0.00015392370401420282,-2.869318784917503e-06,0.0002127765527409761,0.0002460189338313475,-2.9915297665107455e-05,-0.00011201743179469285,0.0,0.00012975723497489898,0.00019785260272796095,0.00031796298953210006,-0.0,-0.0004359837460451389,-0.0005537058854330129
1.5199110829529332e-05,-0.0005041960524712531,0.00019127718388679084,-0.0005465350358969236,0.0,-0.00035919411948852684,-0.00014610305963168728,-1.9368262671338265e-06,0.00019714396312991764,0.0002387238589034421,-2.2616146001477498e-05,-0.00010706547094342531,0.0,0.00012172810625253392,0.00019030431704116196,0.00030866045210184667,-0.0,-0.00043197337557724166,-0.0005446293995417466
1.6297508346206434e-05,-0.0005032028879294755,0.00019020838750876594,-0.000545374767994223,0.0,-0.0003431918708913006,-0.0001377160939305842,-9.24013472802998e-07,0.00018037182318595527,0.00023089942703937707,-1.4832931862072505e-05,-0.00010176047828412669,0.0,0.00011315134522792193,0.00018220826356460845,0.000298682534194471,-0.0,-0.00042767092115133,-0.0005348933771970078
1.747528400007683e-05,-0.0005021364418673413,0.00018906627780158842,-0.000544129860622606,0.0,-0.0003260073510010778,-0.00012870431077604522,-0.0,0.0001623999401972209,0.00022251972681559104,-6.398931372820218e-06,-9.608445504963415e-05,0.0,0.00010394960125188063,0.00017351084706139448,0.00028799078090968545,-0.0,-0.00042304650832137913,-0.0005244732153654447
1.873817422860383e-05,-0.00050102528685287,0.00018789036904388865,-0.0005427776547756534,0.0,-0.0003075831163191539,-0.00011895380067700801,-0.0,0.00014345327808297045,0.0002136488813401179,-0.0,-8.950872082862503e-05,0.0,9.683208900878444e-05,0.0001634207591982868,0.0002765653409835403,-0.0,-0.0004178936933180926,-0.000513364221681273
